,Variable,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2025-2034,SS
0,GDP ($Y_t$),0.9436589197857127,1.1563046417716132,0.9857595662733212,1.128514072642275,1.0629398688150717,1.013581125157059,0.9729500831982244,0.9388374355483764,0.9096144216253034,0.8844853792763261,0.9998284782657605,0.6402931615388724
1,Consumption ($C_t$),-2.334793882096446,3.8556274686925707,-1.583885318968582,-2.19003476243059,-2.3916186904612733,-2.508708263223136,-2.5903855102027187,-2.652710861676974,-2.7019233079882277,-2.7419049970883638,-1.7626815169756318,-2.822334848719316
2,Capital Stock ($K_t$),0.7498441099317519,1.0558297947351682,0.7534618340484204,0.9695607070759797,0.8367878016434462,0.7325953683737823,0.6450911146820926,0.570474424812786,0.5060231504303196,0.4500505784709082,0.7277985365765396,-0.06545866200959279
3,Labor ($L_t$),1.4560536374901079,1.584277025785412,1.5319436878904005,1.59928307618943,1.5931135462908597,1.5921730180366345,1.592730999994672,1.5940172288009282,1.5953474062692086,1.596837980572191,1.5738527440856964,1.6048781457340688
4,Real interest rate ($r_t$),0.30380696001215324,0.15651403529269603,0.3616718836345468,0.24607741747008188,0.3509680809390775,0.43696941690523905,0.5108037539244442,0.574853656616991,0.6307654628398333,0.6798877634299716,0.42525156967231886,1.133294780697154
5,Wage rate ($w_{t}$),-0.5049894923014888,-0.4212384935380254,-0.5378725621288749,-0.46328122243187136,-0.5217818356300155,-0.5694466990298902,-0.6099884907700203,-0.6448266883370937,-0.6748947510332379,-0.7010896803898587,-0.563394877576953,-0.9493520820047648
