,Variable,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2025-2034,SS
0,GDP ($Y_t$),-8.104991979995592,-9.075002462631208,-9.742370573399587,-10.350508827033982,-10.885447395334557,-11.326198324280892,-11.691513105117494,-12.003320604911679,-12.26104657892309,-12.46537191403329,-10.777374726371079,-13.15947346417296
1,Consumption ($C_t$),4.779314682855322,0.0007382285197167265,-1.5208218044174018,-2.826875563214757,-4.440171956122425,-5.963376293967559,-7.335847412648092,-8.56267113233779,-9.655243893719767,-10.625767216004961,-4.495948440864585,-20.71427286416095
2,Capital Stock ($K_t$),-6.172850637021995,-8.09370401424321,-9.529792425223059,-10.801617780114205,-11.926605618289267,-12.883238628738084,-13.700424370717638,-14.410848682960111,-15.022600411773245,-15.54357276149026,-11.751002363395516,-20.368026795645626
3,Labor ($L_t$),-12.615193337313055,-12.029600561243214,-11.297471310184273,-10.638900366879474,-10.004038013906714,-9.377742493365014,-8.774186374448908,-8.200962729112844,-7.648305844014826,-7.108485895182317,-9.742424144984431,2.253500869902196
4,Real interest rate ($r_t$),-3.2941537274049852,-1.7069472254007363,-0.37510224332436815,0.8053110981762923,1.878451245274848,2.8327788643321883,3.6809137758709642,4.438500374740154,5.117934647597726,5.729830349729457,1.9558288085710245,14.436708679071389
5,Wage rate ($w_{t}$),5.1613686629483775,3.358684116189243,1.7532160930237306,0.3227681388461063,-0.9793563299369279,-2.1500646779158785,-3.197908029086146,-4.142045894425192,-4.994765417724406,-5.7668399387276335,-0.9765118928973009,-15.073268494220704
